Package Name,Directory Name,Prefixes,File Numbers,File Names,Globals
,,,90056.09,A-R EDI CLAIM STATUS CATEGORY CODES,
,,,90056.11,A-R EDI ENTITY ID CODE,
,,,90056.1,A-R EDI CLAIM STATUS CODES,
,,,90056.21,A-R EDI EDI CLAIM ERROR CODES,
,,,90056.22,A-R EDI CHECKS,
,,,90056.23,A-R EDI REMARK CODES,
,,,90057.1,A-R UFMS ERRORS,
,,,90057,A-R UFMS CASHIER SESSION LOG,
ASTHMA TRACKING SYSTEM,Asthma Tracking System,BAT,90181.01,ASTHMA REGISTER,
,,,90181.05,ASTHMA REGISTER SITE,
,,,90181.06,ASTHMA LETTERS,
,,,90181.07,ASTHMA FORMS,
IHS INTEGRATED B.O. AP,IHS Integrated BO Ap,BBM,,,
IHS COLORECTAL CANCER SCRN,IHS Colorectal Cancer Scrn,BCC,,,
COMPREHENSIVE DIABETES MANAGEMENT,Comprehensive Diabetes Management,BCDM,90520,BCDM PATIENT,
RPMS CERTIFICATION ENVIRONMENT REVIEW,RPMS Certification Environment Review,BCER,,,
IHS RPMS CHR SYSTEM,IHS RPMS CHR System,BCH,90002.01,CHR POV,
,,,90002.02,CHR EDUCATION PROVIDED,
,,,90002.31,CHR SITE PARAMETERS,
,,,90002.32,CHR HL7 ERRORS,
,,,90002.41,CHR REPORT SORT,
,,,90002.42,CHR REPORT TEMPORARY DEFINITION,
,,,90002.43,CHR REPORT CONTROL,
,,,90002.51,CHR PROGRAMS,
,,,90002.52,CHR REFERRALS,
,,,90002.53,CHR HEALTH PROBLEM CODES,
,,,90002.54,CHR SERVICE CODES,
,,,90002.55,CHR FAMILY PLANNING METHODS,
,,,90002.56,CHR ACTIVITY LOCATIONS,
,,,90002.57,CHR HEALTH PROBLEM CATEGORIES,
,,,90002.58,CHR MEASUREMENTS AND TESTS,
,,,90002.91,CHR EXTRACT LOG,
,,,90002.92,CHR TRANSACTION ERROR CODES,
,,,90002.93,CHR DATA TRANS ERROR CODES,
,,,90002.95,CHR EXTRACT DELETE RECORDS,
,,,90002.97,CHR GROUP FORM TEMP FILE,
,,,90002.99,CHR HL7 IMPORT LOG,
,,,90002,CHR RECORD,
IHS CHARGE MASTER,IHS Charge Master,BCM,,,
IHS CHRONIC PAIN REGISTRY,IHS Chronic Pain Registry,BCP,,,
IHS CODE SET VERSIONING,IHS Code Set Versioning,BCSV,,,
IHS MODS TO VUECENTRIC,IHS Mods To Vuecentric,BCW,,,
IHS DEBT COLLECTION,IHS Debt Collection,BDC,,,
IHS RPMS DESCRIPTIONS,IHS RPMS Descriptions,BDE,,,
IHS DENTAL CHLORHEXEDINE STUDY,IHS Dental Chlorhexedine Study,BDEY,,,
IHS MODS TO ADT,IHS Mods To ADT,BDG,,,
GENERIC DOCUMENT HANDLER,Generic Document Handler,BDH,,,
IHS DENTAL COTS INTERFACE,IHS Dental Cots Interface,BDIN,,,
DIABETES REGISTRY,Diabetes Registry,BDM,9003201.4,DMS GUI REPORT OUTPUT,
,,,9003201,DMS LETTERS,
,,,9003202.1,DMS EPI RECORD DEFINITION,
,,,9003202.2,DMS AUDIT ITEM DESCRIPTIONS,
,,,9003202.3,DMS TAXONOMIES USED,
,,,9003202.4,DMS LETTER INSERTS,
,,,9003202.5,DMS LETTER INSERT HELP TEXT,
,,,9003202,DMS CONTROL,
IHS DESIGNATED PROVIDER,IHS Designated Provider,BDP,90360.1,BDP DESG SPECIALTY PROVIDER,
,,,90360.3,BDP DESG SPEC PROV CATEGORY,
,,,90360.4,BDP DESIGNATED PROVIDER SITE,
DIABETES RESEARCH,Diabetes Research,BDR,,,
IHS DATA WAREHOUSE UTIL,Data Warehouse Export System,BDW,90212.1,BDW SITE FILE,
,,,90212.2,BDW ERROR CODES,
,,,90212.3,BDW VISIT AUDIT RECORD DEFINTION,
,,,90213,BDW DATA WAREHOUSE EXPORT LOG,
,,,90214,BDW VISIT BACKLOAD FILE,
,,,90215,BDW REG BACKLOAD LOG,
CHEROKEE EXECUTIVE DASHBOARD,Cherokee Executive Dashboard,BED,,,
IHS EMERGENCY DEPT DASHBOARD,IHS Emergency Dept Dashboard,BEDD,,,
ENSEMBLE SUITE,Ensemble Suite,BEE,90640.99,BEEI ENSEMBLE CONTROL,
,,,90641.99,BADE ENSEMBLE CONTROL,
ENSEMBLE FTP,Ensemble FTP,BEEF,,,
ENSEMBLE ENGINE INTERFACE,Ensemble Engine Interface,BEEI,,,
ENSEMBLE KERNEL,Ensemble Kernel,BEEK,,,
IHS ELECTRONIC HEALTH RECORD,IHS Electronic Health Record,BEH,90460.01,BEH MEASUREMENT CONTROL,
,,,90460.021,BEH ALERT CONTROL,
,,,90460.022,BEH ALERT SCHEDULING,
,,,90460.03,BEH PATIENT LIST,
,,,90460.05,BEH ALLERGY VALUES,
,,,90460.06,BEH ALLERGY EVENT TYPES,
,,,90460.07,BEH PHARMACY PRINT FORMATS,
,,,90460.08,BEH PHARMACY ORDER PRINT,
,,,90461.71,BEH INFO BUTTON SITES,
IHS EXECUTIVE INFO SYSTEM,IHS Executive Info System,BEI,,,
IHS ENGINEERING,IHS Engineering,BEN,,,
IHS E-PHARMACY,IHS E-Pharmacy,BEP,,,
IHS E-VERIFY,IHS E-Verify,BEV,,,
IHS PHARMACY AUTO REFILL SYS,IHS Pharmacy Auto Refill System,BEX,90350.1,BEX REFILL TRANSACTION,
,,,90350.2,BEX REFILL PARAMETER,
FLAT FILE UTILITY,Flat File Utility,BFF,,,
FILEMAN-TO-CACHE CLASS CONVERSION,Fileman To Cache Class Conversion,BFMC,,,
IHS FORUM,IHS Forum,BFOR,,,
GUI OBJECTS,GUI Objects,BGO,90362.21,BGO WEB LINKS,
,,,90362.22,BGO PROBLEM PRIORITY,
,,,90362.23,BGO WEB CATEGORY,
,,,90362.24,BGO WEB REFERENCE SITES,
,,,90362.2,BGO CHIEF COMPLAINT PICK LIST,
,,,90362.31,BGO CPT PREFERENCES,
,,,90362.35,BGO ICD PREFERENCES,
,,,90362.36,BGO ED TOPIC PREFERENCES,
IHS GPRA INFORMATION SYS,IHS GPRA Information System,BGP,90240.01,BGP IHS GPRA DATA 02,
,,,90241.01,BGP CONTROL FILE,
,,,90241.02,BGP SITE PARAMETERS,
,,,90241.03,BGP SUMMARY CATEGORIES,
,,,90242,BGP INDIVIDUAL INDICATOR DEFINITIONS,
,,,90242.01,BGP INDICATORS,
,,,90243,BGP 03 DATA CURRENT,
,,,90243.01,BGP 03 DATA PREVIOUS,
,,,90243.02,BGP 03 DATA BASELINE,
,,,90244.01,BGP 04 INDICATORS,
,,,90244.02,BGP 04 INDIVIDUAL INDICATORS,
,,,90244.03,BGP 04 DATA CURRENT,
,,,90244.04,BGP 04 DATA PREVIOUS,
,,,90244.05,BGP 04 DATA BASELINE,
,,,90370.01,BGP 04 HEDIS INDICATORS,
,,,90370.02,BGP 04 HEDIS INDIVIDUAL INDICATORS,
,,,90370.03,BGP 04 HEDIS DATA CURRENT,
,,,90370.04,BGP 04 HEDIS DATA PREVIOUS,
,,,90370.05,BGP 04 HEDIS DATA BASELINE,
,,,90371.01,BGP 05 INDICATORS,
,,,90371.02,BGP 05 INDIVIDUAL INDICATORS,
,,,90371.03,BGP 05 DATA CURRENT,
,,,90371.04,BGP 05 DATA PREVIOUS,
,,,90371.05,BGP 05 DATA BASELINE,
,,,90371.06,BGP 05 NATIONAL PATIENT LISTS,
,,,90371.08,BGP 05 TAXONOMIES,
,,,90372.01,BGP 05 HEDIS INDICATORS,
,,,90372.02,BGP 05 HEDIS INDIVIDUAL INDICATORS,
,,,90372.03,BGP 05 HEDIS DATA CURRENT,
,,,90372.04,BGP 05 HEDIS DATA PREVIOUS,
,,,90372.05,BGP 05 HEDIS DATA BASELINE,
,,,90372.08,BGP 05 GUI REPORT OUTPUT,
,,,90373.01,BGP 05 CMS INDICATORS,
,,,90373.02,BGP 05 ELDER INDIVIDUAL INDICATORS,
,,,90373.03,BGP 05 ELDER DATA CURRENT,
,,,90373.04,BGP 05 ELDER DATA PREVIOUS,
,,,90373.05,BGP 05 ELDER DATA BASELINE,
,,,90373.06,BGP 05 ELDER INDICATORS,
,,,90374.01,BGP 06 INDICATORS,
,,,90374.02,BGP 06 INDIVIDUAL INDICATORS,
,,,90374.03,BGP 06 DATA CURRENT,
,,,90374.04,BGP 06 DATA PREVIOUS,
,,,90374.05,BGP 06 DATA BASELINE,
,,,90374.06,BGP 06 NATIONAL PATIENT LISTS,
,,,90374.08,BGP 06 TAXONOMIES,
,,,90374.09,BGP 06 TAXONOMY TEMP,
,,,90375.01,BGP 06 HEDIS INDICATORS,
,,,90375.02,BGP 06 HEDIS INDIVIDUAL INDICATORS,
,,,90375.03,BGP 06 HEDIS DATA CURRENT,
,,,90375.04,BGP 06 HEDIS DATA PREVIOUS,
,,,90375.05,BGP 06 HEDIS DATA BASELINE,
,,,90375.08,BGP 06 GUI REPORT OUTPUT,
,,,90375.99,BGP BMX ADO SCHEMA,
,,,90376.01,BGP 06 CMS INDICATORS,
,,,90376.02,BGP 06 ELDER INDIVIDUAL INDICATORS,
,,,90376.03,BGP 06 ELDER DATA CURRENT,
,,,90376.04,BGP 06 ELDER DATA PREVIOUS,
,,,90376.05,BGP 06 ELDER DATA BASELINE,
,,,90376.06,BGP 06 ELDER INDICATORS,
,,,90377.01,BGP 10 MEASURES,
,,,90377.02,BGP 10 INDIVIDUAL MEASURES,
,,,90377.03,BGP 10 DATA CURRENT,
,,,90377.04,BGP 10 DATA PREVIOUS,
,,,90377.05,BGP 10 DATA BASELINE,
,,,90377.06,BGP 10 NATIONAL PATIENT LISTS,
,,,90377.08,BGP 10 TAXONOMIES,
,,,90377.09,BGP 10 TAXONOMY TEMP,
,,,90377.11,BGP 10 XP OUTPUT,
,,,90377.12,BGP 10 PATIENT ED DATA CURRENT,
,,,90377.13,BGP 10 PATIENT ED DATA PREVIOUS,
,,,90377.14,BGP 10 PATIENT ED DATA BASELINE,
,,,90377.15,BGP 10 PAT ED MEASURES,
,,,90377.17,BGP 10 ICARE GROUPS,
,,,90377.18,BGP 10 ICARE CATEGORIES,
,,,90377.1,BGP 10 MEASURE GROUPS,
,,,90378.01,BGP 10 HEDIS MEASURES,
,,,90378.02,BGP 10 HEDIS INDIVIDUAL MEASURES,
,,,90378.03,BGP 10 HEDIS DATA CURRENT,
,,,90378.04,BGP 10 HEDIS DATA PREVIOUS,
,,,90378.05,BGP 10 HEDIS DATA BASELINE,
,,,90378.08,BGP 10 GUI REPORT OUTPUT,
,,,90379.01,BGP 10 CMS MEASURES,
,,,90379.02,BGP 10 ELDER INDIVIDUAL MEASURES,
,,,90379.03,BGP 10 ELDER DATA CURRENT,
,,,90379.04,BGP 10 ELDER DATA PREVIOUS,
,,,90379.05,BGP 10 ELDER DATA BASELINE,
,,,90379.06,BGP 10 ELDER MEASURES,
,,,90379.07,BGP 10 CMS PATIENT LISTS,
,,,90379.08,BGP 10 EO MEASURES,
,,,90379.09,BGP 10 EO INDIVIDUAL MEASURES,
,,,90379.11,BGP 10 EO DATA PREVIOUS,
,,,90379.12,BGP 10 EO DATA BASELINE,
,,,90379.1,BGP 10 EO DATA CURRENT,
,,,90530.01,BGP 07 INDICATORS,
,,,90530.02,BGP 07 INDIVIDUAL INDICATORS,
,,,90530.03,BGP 07 DATA CURRENT,
,,,90530.04,BGP 07 DATA PREVIOUS,
,,,90530.05,BGP 07 DATA BASELINE,
,,,90530.06,BGP 07 NATIONAL PATIENT LISTS,
,,,90530.08,BGP 07 TAXONOMIES,
,,,90530.09,BGP 07 TAXONOMY TEMP,
,,,90530.11,BGP 07 XP OUTPUT,
,,,90530.12,BGP 07 PATIENT ED DATA CURRENT,
,,,90530.13,BGP 07 PATIENT ED DATA PREVIOUS,
,,,90530.14,BGP 07 PATIENT ED DATA BASELINE,
,,,90530.15,BGP 07 PAT ED MEASURES,
,,,90531.01,BGP 07 HEDIS INDICATORS,
,,,90531.02,BGP 07 HEDIS INDIVIDUAL INDICATORS,
,,,90531.03,BGP 07 HEDIS DATA CURRENT,
,,,90531.04,BGP 07 HEDIS DATA PREVIOUS,
,,,90531.05,BGP 07 HEDIS DATA BASELINE,
,,,90531.08,BGP 07 GUI REPORT OUTPUT,
,,,90532.01,BGP 07 CMS INDICATORS,
,,,90532.02,BGP 07 ELDER INDIVIDUAL INDICATORS,
,,,90532.03,BGP 07 ELDER DATA CURRENT,
,,,90532.04,BGP 07 ELDER DATA PREVIOUS,
,,,90532.05,BGP 07 ELDER DATA BASELINE,
,,,90532.06,BGP 07 ELDER INDICATORS,
,,,90533.01,BGP 08 MEASURES,
,,,90533.02,BGP 08 INDIVIDUAL MEASURES,
,,,90533.03,BGP 08 DATA CURRENT,
,,,90533.04,BGP 08 DATA PREVIOUS,
,,,90533.05,BGP 08 DATA BASELINE,
,,,90533.06,BGP 08 NATIONAL PATIENT LISTS,
,,,90533.08,BGP 08 TAXONOMIES,
,,,90533.09,BGP 08 TAXONOMY TEMP,
,,,90533.11,BGP 08 XP OUTPUT,
,,,90533.12,BGP 08 PATIENT ED DATA CURRENT,
,,,90533.13,BGP 08 PATIENT ED DATA PREVIOUS,
,,,90533.14,BGP 08 PATIENT ED DATA BASELINE,
,,,90533.15,BGP 08 PAT ED MEASURES,
,,,90533.17,BGP 08 ICARE GROUPS,
,,,90533.18,BGP 08 ICARE CATEGORIES,
,,,90534.01,BGP 08 HEDIS MEASURES,
,,,90534.02,BGP 08 HEDIS INDIVIDUAL MEASURES,
,,,90534.03,BGP 08 HEDIS DATA CURRENT,
,,,90534.04,BGP 08 HEDIS DATA PREVIOUS,
,,,90534.05,BGP 08 HEDIS DATA BASELINE,
,,,90534.08,BGP 08 GUI REPORT OUTPUT,
,,,90535.01,BGP 08 CMS MEASURES,
,,,90535.02,BGP 08 ELDER INDIVIDUAL MEASURES,
,,,90535.03,BGP 08 ELDER DATA CURRENT,
,,,90535.04,BGP 08 ELDER DATA PREVIOUS,
,,,90535.05,BGP 08 ELDER DATA BASELINE,
,,,90535.06,BGP 08 ELDER MEASURES,
,,,90535.07,BGP 08 CMS PATIENT LISTS,
,,,90535.08,BGP 08 EO MEASURES,
,,,90535.09,BGP 08 EO INDIVIDUAL MEASURES,
,,,90535.11,BGP 08 EO DATA PREVIOUS,
,,,90535.12,BGP 08 EO DATA BASELINE,
,,,90535.1,BGP 08 EO DATA CURRENT,
,,,90536.01,BGP 09 MEASURES,
,,,90536.02,BGP 09 INDIVIDUAL MEASURES,
,,,90536.03,BGP 09 DATA CURRENT,
,,,90536.04,BGP 09 DATA PREVIOUS,
,,,90536.05,BGP 09 DATA BASELINE,
,,,90536.06,BGP 09 NATIONAL PATIENT LISTS,
,,,90536.08,BGP 09 TAXONOMIES,
,,,90536.09,BGP 09 TAXONOMY TEMP,
,,,90536.11,BGP 09 XP OUTPUT,
,,,90536.12,BGP 09 PATIENT ED DATA CURRENT,
,,,90536.13,BGP 09 PATIENT ED DATA PREVIOUS,
,,,90536.14,BGP 09 PATIENT ED DATA BASELINE,
,,,90536.15,BGP 09 PAT ED MEASURES,
,,,90536.17,BGP 09 ICARE GROUPS,
,,,90536.18,BGP 09 ICARE CATEGORIES,
,,,90537.01,BGP 09 HEDIS MEASURES,
,,,90537.02,BGP 09 HEDIS INDIVIDUAL MEASURES,
,,,90537.03,BGP 09 HEDIS DATA CURRENT,
,,,90537.04,BGP 09 HEDIS DATA PREVIOUS,
,,,90537.05,BGP 09 HEDIS DATA BASELINE,
,,,90537.08,BGP 09 GUI REPORT OUTPUT,
,,,90538.01,BGP 09 CMS MEASURES,
,,,90538.02,BGP 09 ELDER INDIVIDUAL MEASURES,
,,,90538.03,BGP 09 ELDER DATA CURRENT,
,,,90538.04,BGP 09 ELDER DATA PREVIOUS,
,,,90538.05,BGP 09 ELDER DATA BASELINE,
,,,90538.06,BGP 09 ELDER MEASURES,
,,,90538.07,BGP 09 CMS PATIENT LISTS,
,,,90538.08,BGP 09 EO MEASURES,
,,,90538.09,BGP 09 EO INDIVIDUAL MEASURES,
,,,90538.11,BGP 09 EO DATA PREVIOUS,
,,,90538.12,BGP 09 EO DATA BASELINE,
,,,90538.1,BGP 09 EO DATA CURRENT,
,,,90545.01,BGP 11 MEASURES,
,,,90545.02,BGP 11 INDIVIDUAL MEASURES,
,,,90545.03,BGP 11 DATA CURRENT,
,,,90545.04,BGP 11 DATA PREVIOUS,
,,,90545.05,BGP 11 DATA BASELINE,
,,,90545.06,BGP 11 NATIONAL PATIENT LISTS,
,,,90545.08,BGP 11 TAXONOMIES,
,,,90545.09,BGP 11 TAXONOMY TEMP,
,,,90545.11,BGP 11 XP OUTPUT,
,,,90545.12,BGP 11 PATIENT ED DATA CURRENT,
,,,90545.13,BGP 11 PATIENT ED DATA PREVIOUS,
,,,90545.14,BGP 11 PATIENT ED DATA BASELINE,
,,,90545.15,BGP 11 PAT ED MEASURES,
,,,90545.17,BGP 11 ICARE GROUPS,
,,,90545.18,BGP 11 ICARE CATEGORIES,
,,,90545.1,BGP 11 MEASURE GROUPS,
,,,90546.08,BGP 11 GUI REPORT OUTPUT,
,,,90546.19,BGP 12 GUI REPORT OUTPUT,
,,,90547.02,BGP 11 ELDER INDIVIDUAL MEASURES,
,,,90547.03,BGP 11 ELDER DATA CURRENT,
,,,90547.04,BGP 11 ELDER DATA PREVIOUS,
,,,90547.05,BGP 11 ELDER DATA BASELINE,
,,,90547.06,BGP 11 ELDER MEASURES,
,,,90547.08,BGP 11 EO MEASURES,
,,,90547.09,BGP 11 EO INDIVIDUAL MEASURES,
,,,90547.11,BGP 11 EO DATA PREVIOUS,
,,,90547.12,BGP 11 EO DATA BASELINE,
,,,90547.1,BGP 11 EO DATA CURRENT,
,,,90548.01,BGP 12 MEASURES,
,,,90548.02,BGP 12 INDIVIDUAL MEASURES,
,,,90548.03,BGP 12 DATA CURRENT,
,,,90548.04,BGP 12 DATA PREVIOUS,
,,,90548.05,BGP 12 DATA BASELINE,
,,,90548.06,BGP 12 NATIONAL PATIENT LISTS,
,,,90548.08,BGP 12 TAXONOMIES,
,,,90548.09,BGP 12 TAXONOMY TEMP,
,,,90548.11,BGP 12 XP OUTPUT,
,,,90548.12,BGP 12 PATIENT ED DATA CURRENT,
,,,90548.13,BGP 12 PATIENT ED DATA PREVIOUS,
,,,90548.14,BGP 12 PATIENT ED DATA BASELINE,
,,,90548.15,BGP 12 PAT ED MEASURES,
,,,90548.17,BGP 12 ICARE GROUPS,
,,,90548.18,BGP 12 ICARE CATEGORIES,
,,,90548.1,BGP 12 MEASURE GROUPS,
,,,90549.02,BGP 12 ELDER INDIVIDUAL MEASURES,
,,,90549.03,BGP 12 ELDER DATA CURRENT,
,,,90549.04,BGP 12 ELDER DATA PREVIOUS,
,,,90549.05,BGP 12 ELDER DATA BASELINE,
,,,90549.06,BGP 12 ELDER MEASURES,
,,,90595.11,BGPMU 11 MEASURES,
,,,90596.11,BGPMU 11 INDIVIDUAL MEASURES,
IHS GROUP NOTES,IHS Group Notes,BGRN,,,
GUI GENERIC TOOLS,GUI Generic Tools,BGU,90061,BGU TRACE,
,,,90062,BGU SITE PARAMETERS,
,,,90062.1,BGU SIGN-ON STATISTICS,
,,,90063,BGU SERVER,
,,,90064,BGU TABLE,
,,,90064.1,BGU EXECUTE CODE,
,,,90064.2,BGU GENLIST TEMPLATE,
,,,90065,BGU MUMPS CODE,
,,,90066,BGU PRESET REMOTE PROCEDURE CALL,
,,,90067,BGU MOST RECENTLY USED ITEMS,
,,,90069,BGU USER GUI PROFILE,
HEARING AID REGISTER,Hearing Aid Register,BHA,,,
IHS SUPPORT/HL7 INTERFACES,IHS Support HL7 Interfaces,BHL,90076.1,BHL HL7 ERROR MESSAGE GIS,
,,,90076.2,BHL HL7 ERROR LOG GIS,
,,,90076.3,BHL HL7 PARAMETER GIS,
IHS HIV MANAGEMENT SYSTEM,IHS HIV Management System,BHM,,,
HL7/PCC INTERFACES,HL7 Patient Care Component Interfaces,BHP,,,
HEALTH SUMMARY COMPONENTS,Health Summary Components,BHS,90471,BHS SUPPLEMENTS,
IMMUNIZATION TRACKING,Immunization Tracking,BI,9002084,BI PATIENT,
,,,9002084.01,BI CASE MANAGER,
,,,9002084.02,BI SITE PARAMETER,
,,,9002084.1,BI PATIENT IMMUNIZATIONS DUE,
,,,9002084.11,BI PATIENT CONTRAINDICATIONS,
,,,9002084.12,BI PATIENT FORECAST ERRORS,
,,,9002084.33,BI TABLE ERROR CODE,
,,,9002084.4,BI LETTER,
,,,9002084.45,BI LETTER SAMPLE,
,,,9002084.61,BI USER SELECTIONS,
,,,9002084.62,BI USER DATE-LOC LINE,
,,,9002084.63,BI USER AGE RANGE,
,,,9002084.7,BI PACKAGE INFORMATION,
,,,9002084.8,BI TABLE REACTION,
,,,9002084.81,BI TABLE CONTRA REASON,
,,,9002084.82,BI TABLE ADD INFO ITEMS,
,,,9002084.91,BI TABLE DATA ELEMENT,
,,,9002084.93,BI TABLE VACCINE GROUP SERIES TYPE,
,,,9002084.94,BI IMMUNIZATION TABLE HL7-CVX STANDARD,
,,,9002084.95,BI TABLE NDC CODES,
,,,9002084.97,BI TABLE MANUFACTURERS,
IHS METADICTIONARY,IHS Metadictionary,BJMD,,,
IHS PCC SUITE,IHS Patient Care Component Suite,BJPC,,,
IHS PRENATAL CARE MODULE,IHS Prenatal Care Module,BJPN,,,
SUPRAVISTA,Supravista,BJSV,,,
JOSLIN VISION NETWORK/RPMS INTERFACE,Joslin Vision Network RPMS Interface,BJVN,,,
INTEGRATED CASE MANAGEMENT,Integrated Case Management,BKM,90450,HMS BASE,
,,,90451,HMS REGISTRY,
,,,90451.5,HMS ETIOLOGY,
,,,90451.7,HMS CLINICAL CLASSIFICATION,
,,,90454,HMS STI SCREENING,
,,,90455,HMS AUDIT,
,,,90456,HMS HIV-AIDS STATE REPORT,
IHS KERNEL FUNCTIONS,IHS Kernel Functions,BKU,,,
IHS ADDTNS TO LABORATORY,IHS Additions To Laboratory,BLR,90475,REPORTABLE LAB TESTS,
,,,90475.2,LAB PROV LOC CHANGE,
,,,90475.3,IHS UCUM,
,,,90475.4,LAB ASK AT ORDER,
BLRPOC,IHS Laboratory Point of Care,BLRPOC,90479,BLR BEHO POC CONTROL,
IHS LAB LOINC SURVEILLANCE,IHS Lab LOINC Surveillance,BLS,90220,BLS IHS LOINC MASTER,
,,,90221,BLS LOINC EXPORT,
,,,90222,BLS EXPORT LOINC LIST,
REFERRED CARE INFO SYSTEM,Referred Care Information System,BMC,90001,RCIS REFERRAL,
,,,90001.01,RCIS DIAGNOSIS,
,,,90001.02,RCIS PROCEDURE,
,,,90001.03,RCIS COMMENTS,
,,,90001.04,RCIS SECONDARY REFERRAL,
,,,90001.31,RCIS SITE PARAMETER,
,,,90001.32,RCIS ROUTINE REFERRAL DEF,
,,,90001.33,RCIS OUTPUT FORM DEFINITION,
,,,90001.51,RCIS ICD DIAGNOSTIC CATEGORY,
,,,90001.52,RCIS CPT PROCEDURE CATEGORY,
,,,90001.53,RCIS SPECIFIC PROVIDER,
,,,90001.54,RCIS LOCAL SERVICE CATEGORY,
,,,90001.55,RCIS MANAGED CARE COMM ACTION,
,,,90001.56,RCIS LOCAL UTIL REV BY MD CODES,
,,,90001.57,RCIS MESSAGES,
,,,90001.58,RCIS PURPOSE,
,,,90001.81,RCIS REPORT LISTER ITEMS,
,,,90001.82,RCIS REPORT LISTER TEMP FILE,
,,,90001.83,RCIS ALTERNATE RESOURCE,
IHS MEDICAID ELIG DOWNLOAD,IHS Medicaid Eligibility Download,BME,90325,BME MEDICAID SITE PARAMETER,
,,,90330,BME MEDICAID GIS 834 HOLD,
,,,90331,BME MEDICAID COUNTY SCREEN,
,,,90332,BME MEDICAID NO MATCH,
,,,90333,BME MEDICAID DOWNLOAD LOG,
,,,90334,BME MEDICAID MASTER LIST,
MATERIELS MANAGEMENT,Materiels Management,BMM,,,
Q-MANN,Q-Man,BMQ,,,
MANAGED CARE REPORTS,Managed Care Reports,BMR,,,
MS4 INTERFACE,MS4 Interface,BMS4,,,
MOONWALK,Moonwalk,BMW,,,
M TRANSFER,M Transfer,BMX,90093.1,BMX USER,
,,,90093.2,BMX APPLICATION,
,,,90093.5,BMXNET MONITOR,
,,,90093.9,BMX GUI REPORT,
,,,90093.98,BMX ADO LOG,
,,,90093.99,BMX ADO SCHEMA,
COMPUTERIZED PUBLIC HEALTH ACTIVITY DATA (CPHAD),Computerized Public Health Activity Data,BNI,90510,BNI CPHAD ACTIVITY RECORDS,
,,,90510.5,BNI GROUP RECORD DEFINITION,
,,,90511.01,BNI GENERAL PUBLIC HEALTH CONCERNS,
,,,90511.02,BNI SPECIFIC HEALTH TOPIC,
,,,90511.03,BNI TYPE OF ACTIVITY,
,,,90511.04,BNI CPHAD GROUP SERVED,
,,,90511.05,BNI CPHAD ACTIVITY SETTING,
,,,90511.99,BNI BMX ADO SCHEMA,
,,,90512.01,BNI CPHAD SITE PARAMETERS,
,,,90512.08,BNI GUI REPORT,
,,,90512.87,BNI GENERAL RETRIEVAL ITEMS,
,,,90512.88,BNI GENERAL RETRIEVAL TMP,
IHS NATIONAL PACKAGE TRACKING,IHS National Package Tracking,BNP,,,
IHS MODS TO VA NURSING,IHS Mods To Nursing,BNU,,,
OCCUPATIONAL HEALTH,Occupational Health,BOH,,,
IHS OMNICELL/PYXIS INTERFACE,IHS Omnicell Pyxis Interface,BOP,90355,BOP SITE,
,,,90355.1,BOP QUEUE,
,,,90355.2,BOP RECEIVE DRUG,
,,,90355.3,BOP RECEIVE SUPPLY,
,,,90355.35,BOP IV,
,,,90355.4,BOP RECEIVE EXCEPTION,
,,,90355.44,BOP TRANSFER TO DRUG,
,,,90355.5,BOP DRUG,
PATIENT ACCOUNT MANAGEMENT,Patient Account Management,BPA,,,
PHARMACY BARCODE SCAN,Pharmacy Barcode Scan,BPBS,,,
PATIENT CHART,Patient Chart,BPC,,,
PRESCRIPTION DRUG MONITORING PROGRAM,Prescription Drug Monitoring Program,BPDM,,,
IHS PUBLIC HEALTH NURSE,IHS Public Health Nurse,BPH,,,
IHS PERSONAL HEALTH RECORD,IHS Personal Health Record,BPHR,,,
IHS PRIMARY CARE TRACKING,IHS Primary Care Tracking,BPR,,,
IHS MODS TO NATIONAL DRUG FILE,IHS Mods To National Drug File,BPSN,,,
IHS PHARMACY GUI PROCESSING,IHS Pharmacy GUI Processing,BPSP,,,
IHS PHARMACY GUI REPORTS,IHS Pharmacy GUI Reports,BPSR,,,
IHS MODS TO PCE,IHS Mods To Patient Care Encounter,BPX,,,
QUERY CLONING SYSTEM,Query Cloning System,BQC,,,
ICARE,iCare,BQI,90505,ICARE USER,
,,,90505.2,ICARE ROLES,
,,,90505.4,ICARE MU PROVIDER,
,,,90505.6,ICARE MU FACILITY,
,,,90506,ICARE DEFINITIONS,
,,,90506.1,ICARE PANEL VIEW,
,,,90506.2,ICARE DIAGNOSIS CATEGORIES,
,,,90506.3,ICARE FILE DEFINITION,
,,,90506.4,ICARE GUI TABS,
,,,90506.5,ICARE VIEW SOURCE,
,,,90506.6,ICARE REPORTS LIST,
,,,90506.7,ICARE STARTUP TABS,
,,,90507,ICARE REGISTRY INDEX,
,,,90507.1,ICARE WEB LINKS,
,,,90507.3,ICARE ROUTINE EVENTS,
,,,90507.5,ICARE PATIENT,
,,,90507.6,ICARE COMMUNITY ALERTS,
,,,90507.7,ICARE COMM ALERTS EXPORT,
,,,90507.8,ICARE COMMUNITY ALERTS DEFINITIONS,
,,,90508,ICARE SITE PARAMETERS,
,,,90508.1,ICARE SITE LAYOUTS,
,,,90508.2,ICARE GLOSSARIES,
,,,90508.3,ICARE TAXONOMY CATEGORY,
